# units: time(s); nodeId; cpu_w; ram_w; bw_w; total_w
870.32;0;2.73;7.81;7.00;0.3336
880.00;3;2.73;7.81;0.00;0.0697
880.00;0;2.73;7.81;0.00;0.0697
880.32;5;0.00;0.00;0.00;0.0000
880.32;4;0.00;0.00;0.00;0.0000
880.32;3;2.73;7.81;7.00;0.3336
880.32;2;0.00;0.00;0.00;0.0000
880.32;1;0.00;0.00;0.00;0.0000
880.32;0;2.73;7.81;7.00;0.3336
890.00;3;2.73;7.81;0.00;0.0697
890.00;0;2.73;7.81;0.00;0.0697
890.32;5;0.00;0.00;0.00;0.0000
890.32;4;0.00;0.00;0.00;0.0000
890.32;3;2.73;7.81;7.00;0.3336
890.32;2;0.00;0.00;0.00;0.0000
890.32;1;0.00;0.00;0.00;0.0000
890.32;0;2.73;7.81;7.00;0.3336
900.00;3;2.73;7.81;0.00;0.0697
900.00;0;2.73;7.81;0.00;0.0697
900.32;5;0.00;0.00;0.00;0.0000
900.32;4;0.00;0.00;0.00;0.0000
900.32;3;2.73;7.81;7.00;0.3336
900.32;2;0.00;0.00;0.00;0.0000
900.32;1;0.00;0.00;0.00;0.0000
900.32;0;2.73;7.81;7.00;0.3336
910.00;3;2.73;7.81;0.00;0.0697
910.00;0;2.73;7.81;0.00;0.0697
910.32;5;0.00;0.00;0.00;0.0000
910.32;4;0.00;0.00;0.00;0.0000
910.32;3;2.73;7.81;7.00;0.3336
910.32;2;0.00;0.00;0.00;0.0000
910.32;1;0.00;0.00;0.00;0.0000
910.32;0;2.73;7.81;7.00;0.3336
920.00;3;2.73;7.81;0.00;0.0697
920.00;0;2.73;7.81;0.00;0.0697
920.32;5;0.00;0.00;0.00;0.0000
920.32;4;0.00;0.00;0.00;0.0000
920.32;3;2.73;7.81;7.00;0.3336
920.32;2;0.00;0.00;0.00;0.0000
920.32;1;0.00;0.00;0.00;0.0000
920.32;0;2.73;7.81;7.00;0.3336
930.00;3;2.73;7.81;0.00;0.0697
930.00;0;2.73;7.81;0.00;0.0697
930.32;5;0.00;0.00;0.00;0.0000
930.32;4;0.00;0.00;0.00;0.0000
930.32;3;2.73;7.81;7.00;0.3336
930.32;2;0.00;0.00;0.00;0.0000
930.32;1;0.00;0.00;0.00;0.0000
930.32;0;2.73;7.81;7.00;0.3336
940.00;3;2.73;7.81;0.00;0.0697
940.00;0;2.73;7.81;0.00;0.0697
940.32;5;0.00;0.00;0.00;0.0000
940.32;4;0.00;0.00;0.00;0.0000
940.32;3;2.73;7.81;7.00;0.3336
940.32;2;0.00;0.00;0.00;0.0000
940.32;1;0.00;0.00;0.00;0.0000
940.32;0;2.73;7.81;7.00;0.3336
950.00;3;2.73;7.81;0.00;0.0697
950.00;0;2.73;7.81;0.00;0.0697
950.32;5;0.00;0.00;0.00;0.0000
950.32;4;0.00;0.00;0.00;0.0000
950.32;3;2.73;7.81;7.00;0.3336
950.32;2;0.00;0.00;0.00;0.0000
950.32;1;0.00;0.00;0.00;0.0000
950.32;0;2.73;7.81;7.00;0.3336
960.00;3;2.73;7.81;0.00;0.0697
960.00;0;2.73;7.81;0.00;0.0697
960.32;5;0.00;0.00;0.00;0.0000
960.32;4;0.00;0.00;0.00;0.0000
960.32;3;2.73;7.81;7.00;0.3336
960.32;2;0.00;0.00;0.00;0.0000
960.32;1;0.00;0.00;0.00;0.0000
960.32;0;2.73;7.81;7.00;0.3336
970.00;3;2.73;7.81;0.00;0.0697
970.00;0;2.73;7.81;0.00;0.0697
970.32;5;0.00;0.00;0.00;0.0000
970.32;4;0.00;0.00;0.00;0.0000
970.32;3;2.73;7.81;7.00;0.3336
970.32;2;0.00;0.00;0.00;0.0000
970.32;1;0.00;0.00;0.00;0.0000
970.32;0;2.73;7.81;7.00;0.3336
980.00;3;2.73;7.81;0.00;0.0697
980.00;0;2.73;7.81;0.00;0.0697
980.32;5;0.00;0.00;0.00;0.0000
980.32;4;0.00;0.00;0.00;0.0000
980.32;3;2.73;7.81;7.00;0.3336
980.32;2;0.00;0.00;0.00;0.0000
980.32;1;0.00;0.00;0.00;0.0000
980.32;0;2.73;7.81;7.00;0.3336
990.00;3;2.73;7.81;0.00;0.0697
990.00;0;2.73;7.81;0.00;0.0697
990.32;5;0.00;0.00;0.00;0.0000
990.32;4;0.00;0.00;0.00;0.0000
990.32;3;2.73;7.81;7.00;0.3336
990.32;2;0.00;0.00;0.00;0.0000
990.32;1;0.00;0.00;0.00;0.0000
990.32;0;2.73;7.81;7.00;0.3336
1000.00;3;2.73;7.81;0.00;0.0697
1000.00;0;2.73;7.81;0.00;0.0697
1000.32;5;0.00;0.00;0.00;0.0000
1000.32;4;0.00;0.00;0.00;0.0000
1000.32;3;2.73;7.81;7.00;0.3336
1000.32;2;0.00;0.00;0.00;0.0000
1000.32;1;0.00;0.00;0.00;0.0000
1000.32;0;2.73;7.81;7.00;0.3336
1010.00;3;2.73;7.81;0.00;0.0697
1010.00;0;2.73;7.81;0.00;0.0697
1010.32;5;0.00;0.00;0.00;0.0000
1010.32;4;0.00;0.00;0.00;0.0000
1010.32;3;2.73;7.81;7.00;0.3336
1010.32;2;0.00;0.00;0.00;0.0000
1010.32;1;0.00;0.00;0.00;0.0000
1010.32;0;2.73;7.81;7.00;0.3336
1020.00;3;2.73;7.81;0.00;0.0697
1020.00;0;2.73;7.81;0.00;0.0697
1020.32;5;0.00;0.00;0.00;0.0000
1020.32;4;0.00;0.00;0.00;0.0000
1020.32;3;2.73;7.81;7.00;0.3336
1020.32;2;0.00;0.00;0.00;0.0000
1020.32;1;0.00;0.00;0.00;0.0000
1020.32;0;2.73;7.81;7.00;0.3336
1030.00;3;2.73;7.81;0.00;0.0697
1030.00;0;2.73;7.81;0.00;0.0697
1030.32;5;0.00;0.00;0.00;0.0000
1030.32;4;0.00;0.00;0.00;0.0000
1030.32;3;2.73;7.81;7.00;0.3336
1030.32;2;0.00;0.00;0.00;0.0000
1030.32;1;0.00;0.00;0.00;0.0000
1030.32;0;2.73;7.81;7.00;0.3336
1040.00;3;2.73;7.81;0.00;0.0697
1040.00;0;2.73;7.81;0.00;0.0697
1040.32;5;0.00;0.00;0.00;0.0000
1040.32;4;0.00;0.00;0.00;0.0000
1040.32;3;2.73;7.81;7.00;0.3336
1040.32;2;0.00;0.00;0.00;0.0000
1040.32;1;0.00;0.00;0.00;0.0000
1040.32;0;2.73;7.81;7.00;0.3336
1050.00;3;2.73;7.81;0.00;0.0697
1050.00;0;2.73;7.81;0.00;0.0697
1050.32;5;0.00;0.00;0.00;0.0000
1050.32;4;0.00;0.00;0.00;0.0000
1050.32;3;2.73;7.81;7.00;0.3336
1050.32;2;0.00;0.00;0.00;0.0000
1050.32;1;0.00;0.00;0.00;0.0000
1050.32;0;2.73;7.81;7.00;0.3336
1060.00;3;2.73;7.81;0.00;0.0697
1060.00;0;2.73;7.81;0.00;0.0697
1060.32;5;0.00;0.00;0.00;0.0000
1060.32;4;0.00;0.00;0.00;0.0000
1060.32;3;2.73;7.81;7.00;0.3336
1060.32;2;0.00;0.00;0.00;0.0000
1060.32;1;0.00;0.00;0.00;0.0000
1060.32;0;2.73;7.81;7.00;0.3336
1070.00;3;2.73;7.81;0.00;0.0697
1070.00;0;2.73;7.81;0.00;0.0697
1070.32;5;0.00;0.00;0.00;0.0000
1070.32;4;0.00;0.00;0.00;0.0000
1070.32;3;2.73;7.81;7.00;0.3336
1070.32;2;0.00;0.00;0.00;0.0000
1070.32;1;0.00;0.00;0.00;0.0000
1070.32;0;2.73;7.81;7.00;0.3336
1080.00;3;2.73;7.81;0.00;0.0697
1080.00;0;2.73;7.81;0.00;0.0697
1080.32;5;0.00;0.00;0.00;0.0000
1080.32;4;0.00;0.00;0.00;0.0000
1080.32;3;2.73;7.81;7.00;0.3336
1080.32;2;0.00;0.00;0.00;0.0000
1080.32;1;0.00;0.00;0.00;0.0000
1080.32;0;2.73;7.81;7.00;0.3336
1090.00;3;2.73;7.81;0.00;0.0697
1090.00;0;2.73;7.81;0.00;0.0697
1090.32;5;0.00;0.00;0.00;0.0000
1090.32;4;0.00;0.00;0.00;0.0000
1090.32;3;2.73;7.81;7.00;0.3336
1090.32;2;0.00;0.00;0.00;0.0000
1090.32;1;0.00;0.00;0.00;0.0000
1090.32;0;2.73;7.81;7.00;0.3336
1100.00;3;2.73;7.81;0.00;0.0697
1100.00;0;2.73;7.81;0.00;0.0697
1100.32;5;0.00;0.00;0.00;0.0000
1100.32;4;0.00;0.00;0.00;0.0000
1100.32;3;2.73;7.81;7.00;0.3336
1100.32;2;0.00;0.00;0.00;0.0000
1100.32;1;0.00;0.00;0.00;0.0000
1100.32;0;2.73;7.81;7.00;0.3336
1110.00;3;2.73;7.81;0.00;0.0697
1110.00;0;2.73;7.81;0.00;0.0697
1110.32;5;0.00;0.00;0.00;0.0000
1110.32;4;0.00;0.00;0.00;0.0000
1110.32;3;2.73;7.81;7.00;0.3336
1110.32;2;0.00;0.00;0.00;0.0000
1110.32;1;0.00;0.00;0.00;0.0000
1110.32;0;2.73;7.81;7.00;0.3336
1120.00;3;2.73;7.81;0.00;0.0697
1120.00;0;2.73;7.81;0.00;0.0697
1120.32;5;0.00;0.00;0.00;0.0000
1120.32;4;0.00;0.00;0.00;0.0000
1120.32;3;2.73;7.81;7.00;0.3336
1120.32;2;0.00;0.00;0.00;0.0000
1120.32;1;0.00;0.00;0.00;0.0000
1120.32;0;2.73;7.81;7.00;0.3336
1130.00;3;2.73;7.81;0.00;0.0697
1130.00;0;2.73;7.81;0.00;0.0697
1130.32;5;0.00;0.00;0.00;0.0000
1130.32;4;0.00;0.00;0.00;0.0000
1130.32;3;2.73;7.81;7.00;0.3336
1130.32;2;0.00;0.00;0.00;0.0000
1130.32;1;0.00;0.00;0.00;0.0000
1130.32;0;2.73;7.81;7.00;0.3336
1140.00;3;2.73;7.81;0.00;0.0697
1140.00;0;2.73;7.81;0.00;0.0697
1140.32;5;0.00;0.00;0.00;0.0000
1140.32;4;0.00;0.00;0.00;0.0000
1140.32;3;2.73;7.81;7.00;0.3336
1140.32;2;0.00;0.00;0.00;0.0000
1140.32;1;0.00;0.00;0.00;0.0000
1140.32;0;2.73;7.81;7.00;0.3336
1150.00;3;2.73;7.81;0.00;0.0697
1150.00;0;2.73;7.81;0.00;0.0697
1150.32;5;0.00;0.00;0.00;0.0000
1150.32;4;0.00;0.00;0.00;0.0000
1150.32;3;2.73;7.81;7.00;0.3336
1150.32;2;0.00;0.00;0.00;0.0000
1150.32;1;0.00;0.00;0.00;0.0000
1150.32;0;2.73;7.81;7.00;0.3336
1160.00;3;2.73;7.81;0.00;0.0697
1160.00;0;2.73;7.81;0.00;0.0697
1160.32;5;0.00;0.00;0.00;0.0000
1160.32;4;0.00;0.00;0.00;0.0000
1160.32;3;2.73;7.81;7.00;0.3336
1160.32;2;0.00;0.00;0.00;0.0000
1160.32;1;0.00;0.00;0.00;0.0000
1160.32;0;2.73;7.81;7.00;0.3336
1170.00;3;2.73;7.81;0.00;0.0697
1170.00;0;2.73;7.81;0.00;0.0697
1170.32;5;0.00;0.00;0.00;0.0000
1170.32;4;0.00;0.00;0.00;0.0000
1170.32;3;2.73;7.81;7.00;0.3336
1170.32;2;0.00;0.00;0.00;0.0000
1170.32;1;0.00;0.00;0.00;0.0000
